pair,task1,task2,merge_task_vector_cosine_similarity,merge_task_vector_l2_distance,merge_task_vector_dot_product,merge_weight_space_angle,merge_task_vector_magnitude_ratio,merge_singular_value_overlap,merge_subspace_overlap,perf_arithmetic,perf_isotropic,perf_weight_avg,perf_tsv
DTD__OxfordIIITPet,DTD,OxfordIIITPet,0.1210123747587204,1.6195528507232666,0.1742054522037506,83.04946680843035,0.7822369058721584,0.9383896386848306,0.08404145884626321,0.8792133629322052,0.8273161053657532,0.9458748698234558,0.9931424558162689
DTD__STL10,DTD,STL10,0.03386588767170906,1.6417865753173828,0.04468882083892822,88.05925647373597,0.7170408967497207,0.9317433417968031,0.08235999129290851,0.894936591386795,0.8651477694511414,0.9469726979732513,0.9836386144161224
DTD__CIFAR100,DTD,CIFAR100,0.06484400480985641,3.8309731483459473,0.3226467967033386,86.28210361925542,0.3698582618530216,0.9283375413912647,0.08132071441636891,0.8538841009140015,0.8782713711261749,0.90833780169487,
DTD__CIFAR10,DTD,CIFAR10,0.06008763611316681,3.3082025051116943,0.25260064005851746,86.55515697718886,0.4377684155163749,0.928031567132698,0.07569078252000629,0.8838450312614441,0.8867831230163574,0.9282963275909424,0.9605865478515625
DTD__Food101,DTD,Food101,0.05864914134144783,4.256418228149414,0.32745686173439026,86.63772229719925,0.3296112367717887,0.9243839686771609,0.08439265008804932,0.8945345878601074,,0.9409644603729248,0.9887804388999939
DTD__FashionMNIST,DTD,FashionMNIST,0.054736703634262085,3.713599920272827,0.26199769973754883,86.8622497260452,0.3844802638122771,0.9244446214639915,0.07166454035718484,0.8499270081520081,,0.9018385112285614,0.9396049976348877
DTD__EMNIST,DTD,EMNIST,0.051990196108818054,2.5886902809143066,0.160301074385643,87.01983760381945,0.5968691866130897,0.9054227201443799,0.06808653895585043,0.877409964799881,,0.9272642433643341,0.9706595838069916
DTD__KMNIST,DTD,KMNIST,0.06390195339918137,3.5619475841522217,0.29284629225730896,86.33619137413417,0.4015769757489543,0.921150694478233,0.06888637717040083,0.670836478471756,,0.8939511775970459,0.957604169845581
DTD__RenderedSST2,DTD,RenderedSST2,0.07215315103530884,1.9452937841415405,0.14602932333946228,85.86233348864148,0.9093018788592893,0.912241945851524,0.06521215219542664,0.9125685095787048,,0.9670084416866302,1.0067400336265564
Flowers102__PCAM,Flowers102,PCAM,0.04529930278658867,3.6463608741760254,0.12296571582555771,87.40365265622708,0.20944402254834676,0.9208827547307284,0.08075335008918114,0.8744257092475891,,0.8130462765693665,
Flowers102__FER2013,Flowers102,FER2013,0.04609912633895874,3.0374062061309814,0.10350126028060913,87.35777821354233,0.2532253619364214,0.9206208440492738,0.06880936372392583,0.8757540881633759,,0.9349305331707001,
Flowers102__OxfordIIITPet,Flowers102,OxfordIIITPet,0.12620507180690765,1.2225189208984375,0.10098141431808472,82.74964752450735,0.7105502732555351,0.9398522140844813,0.09012380214232316,0.9056751132011414,,0.9452252388000488,
Flowers102__STL10,Flowers102,STL10,0.029688246548175812,1.2118149995803833,0.021774880588054657,88.2987387962095,0.7751561308950442,0.9330223866228787,0.08249902176969452,0.9288536608219147,,0.952699214220047,
Flowers102__CIFAR100,Flowers102,CIFAR100,0.061503324657678604,3.7002384662628174,0.17009469866752625,86.47389367432562,0.2055741187655571,0.9164282072265193,0.08223971148144524,0.876387894153595,0.9096066653728485,0.89785236120224,
Flowers102__CIFAR10,Flowers102,CIFAR10,0.05778525397181511,3.146667242050171,0.13502034544944763,86.68730349166297,0.2433198485070904,0.9215663941401355,0.07622033222666327,0.9092385768890381,0.9398345351219177,0.9167994260787964,
Flowers102__Food101,Flowers102,Food101,0.05689612776041031,4.142324447631836,0.17656609416007996,86.73833062926104,0.18320407173035622,0.9113368695636965,0.08822463258819761,0.9271296262741089,0.968592494726181,0.9495108723640442,
Flowers102__FashionMNIST,Flowers102,FashionMNIST,0.05215608328580856,3.5702285766601562,0.1387576162815094,87.01032005598415,0.21370130011416982,0.9215488096453109,0.06830417232693364,0.8761148750782013,0.8901946246623993,0.9052813351154327,
Flowers102__EMNIST,Flowers102,EMNIST,0.046289704740047455,2.361922264099121,0.07932914048433304,87.3468472062788,0.3317510238694113,0.9143691985112317,0.06524219673197226,0.9050328135490417,0.8218716979026794,0.919752836227417,
Flowers102__KMNIST,Flowers102,KMNIST,0.058947186917066574,3.418874979019165,0.15014822781085968,86.62061594770576,0.22320397141468998,0.9201411852296794,0.06569234487020746,0.677782267332077,0.5524838641285896,0.8840451836585999,
Flowers102__RenderedSST2,Flowers102,RenderedSST2,0.06772071123123169,1.6257092952728271,0.07617981731891632,86.11691716411369,0.5054069402203799,0.9137521431131183,0.06221959326627119,0.9299946427345276,0.8834037780761719,0.9777701199054718,
PCAM__FER2013,PCAM,FER2013,0.03369525820016861,4.592549800872803,0.36120402812957764,88.06903840513438,0.8271052352210003,0.9210653395022986,0.07540601823689803,0.9354991614818573,0.8733880817890167,0.9491806626319885,
PCAM__OxfordIIITPet,PCAM,OxfordIIITPet,0.07386040687561035,3.6801815032958984,0.2821687161922455,85.76425318958813,0.2947631299735275,0.9222102615068544,0.07894946134315346,0.9642504453659058,0.9134544134140015,0.950260728597641,
PCAM__STL10,PCAM,STL10,0.020618559792637825,3.7112226486206055,0.07220397889614105,88.81855982419779,0.27019591821651395,0.9234095496951409,0.08003305486350687,0.9919585883617401,0.9273122549057007,0.9943579733371735,
PCAM__CIFAR100,PCAM,CIFAR100,0.0496746189892292,5.013137340545654,0.6559308767318726,87.15268217164656,0.9815229685922577,0.8975327610969543,0.08405307601645308,0.9307084679603577,0.9003450870513916,0.9070963561534882,
PCAM__CIFAR10,PCAM,CIFAR10,0.061141956597566605,4.6051483154296875,0.6821082830429077,86.49463757924927,0.8607765615234777,0.9159418940544128,0.08278032127978664,0.9821274876594543,0.9375465214252472,0.9686911106109619,0.9724631905555725
PCAM__Food101,PCAM,Food101,0.04716278985142708,5.343376159667969,0.6988053917884827,87.29676841319424,0.8747161628261152,0.8915327112629728,0.08593842578384112,0.9789120256900787,0.9476149082183838,0.9499158561229706,0.9173566401004791
PCAM__FashionMNIST,PCAM,FashionMNIST,0.0531771145761013,4.908117771148682,0.6754741668701172,86.95173796667218,0.9800783731144892,0.9246550146138893,0.07532266676425933,0.9444974362850189,0.8944472670555115,0.964958906173706,0.9844464957714081
PCAM__EMNIST,PCAM,EMNIST,0.03294454142451286,4.196349620819092,0.2695644497871399,88.11207520570446,0.6313289409192334,0.9231336735329538,0.06681929514655525,0.9753276109695435,0.8800193071365356,0.9905501306056976,0.9812690913677216
PCAM__KMNIST,PCAM,KMNIST,0.04559195414185524,4.826772212982178,0.5544692277908325,87.38686762657834,0.938352580470987,0.9171276744806541,0.06960249363251456,0.6913677453994751,0.5600225552916527,0.8790571391582489,0.9824725389480591
PCAM__RenderedSST2,PCAM,RenderedSST2,0.04264780133962631,3.8430097103118896,0.22905874252319336,87.55571963843211,0.414406700582742,0.9284457834261768,0.06569295753285569,1.0075052082538605,0.9495075047016144,1.0149168968200684,1.0192283987998962
FER2013__OxfordIIITPet,FER2013,OxfordIIITPet,0.06368543952703476,3.096968412399292,0.20123237371444702,86.3486220251364,0.3563792337679589,0.9282367825508118,0.07528096772027466,0.9383852779865265,0.8881130218505859,0.9790239632129669,0.9997517168521881
FER2013__STL10,FER2013,STL10,0.025791509076952934,3.1076395511627197,0.07470337301492691,88.52209150045805,0.3266765904876885,0.931364859050175,0.07491552247753683,0.9598459005355835,0.9072183966636658,0.9886265993118286,1.0054734349250793
FER2013__CIFAR100,FER2013,CIFAR100,0.058477163314819336,4.588588714599609,0.6386614441871643,86.64759285308456,0.8118227858123138,0.9238711707996872,0.08478718712082449,0.9122062921524048,0.8955079317092896,0.9518194198608398,0.9820357263088226
FER2013__CIFAR10,FER2013,CIFAR10,0.05945800989866257,4.173501491546631,0.5486370921134949,86.5912965198278,0.9608826171534192,0.9381714654418657,0.08274184355758267,0.9397550523281097,0.9138027429580688,0.9643087089061737,0.9837089776992798
FER2013__Food101,FER2013,Food101,0.041554927825927734,4.976291656494141,0.5092607140541077,87.61839225046498,0.7234823176059048,0.9184393466643568,0.07637762281129942,0.9574592709541321,0.9469739496707916,0.9892226457595825,0.9987265467643738
FER2013__FashionMNIST,FER2013,FashionMNIST,0.0555473268032074,4.490646839141846,0.583590567111969,86.81573366522156,0.8439174436556829,0.9380348167329464,0.08172136702627505,0.9128851592540741,0.8755683898925781,0.9540587663650513,0.9739829003810883
FER2013__EMNIST,FER2013,EMNIST,0.043430402874946594,3.669356346130371,0.2939237058162689,87.51083828468832,0.7632994134664666,0.9082176033056008,0.07235580162619645,0.9310947954654694,0.8604221642017365,0.9551287889480591,0.9704317152500153
FER2013__KMNIST,FER2013,KMNIST,0.048232633620500565,4.397062301635742,0.4851681590080261,87.23540103019006,0.8814439821818911,0.9269432178083455,0.07552691827405174,0.70608851313591,0.5467535778880119,0.9106638133525848,0.9512967765331268
FER2013__RenderedSST2,FER2013,RenderedSST2,0.04228035360574722,3.2718679904937744,0.18782323598861694,87.57679185015036,0.5010326170550881,0.9174075913879106,0.06879965795098611,0.9559545814990997,0.9102286696434021,0.9864705801010132,1.0134882628917694
OxfordIIITPet__STL10,OxfordIIITPet,STL10,0.04740992188453674,1.4067928791046143,0.04893777519464493,87.2825929336269,0.9166543937865638,0.9376571043482367,0.09632159038534706,0.9856182336807251,0.9648369550704956,0.9957737326622009,0.9997957944869995
OxfordIIITPet__CIFAR100,OxfordIIITPet,CIFAR100,0.08522200584411621,3.7327823638916016,0.33170175552368164,85.1112088095571,0.2893167823631622,0.9185734211273913,0.085673292459182,0.9446179568767548,0.9425797164440155,0.9700528979301453,0.9845124185085297
OxfordIIITPet__CIFAR10,OxfordIIITPet,CIFAR10,0.09122296422719955,3.1837501525878906,0.29997918009757996,84.76603277675008,0.3424386108420865,0.9292930409593402,0.08668565840091345,0.9643348157405853,0.9622179269790649,0.9595503509044647,0.9675366878509521
OxfordIIITPet__Food101,OxfordIIITPet,Food101,0.08045868575572968,4.167880058288574,0.35140037536621094,85.38506851422606,0.2578340739930594,0.9142384056775075,0.0871705194408039,0.9875217080116272,0.9926624298095703,0.9977800250053406,1.0046986639499664
OxfordIIITPet__FashionMNIST,OxfordIIITPet,FashionMNIST,0.07855534553527832,3.605881452560425,0.2941257059574127,85.49446821865907,0.3007546519334269,0.9275093978306033,0.07052077937800932,0.9380809962749481,0.9146787822246552,0.9688502550125122,0.9826560914516449
OxfordIIITPet__EMNIST,OxfordIIITPet,EMNIST,0.0636051744222641,2.448075771331787,0.15340739488601685,86.35323021961852,0.4668931057466552,0.9131349943718821,0.06640403057044408,0.9659118056297302,0.8727251291275024,0.9855581521987915,0.9905948042869568
OxfordIIITPet__KMNIST,OxfordIIITPet,KMNIST,0.0858701691031456,3.4554760456085205,0.307826429605484,85.07393515247703,0.31412833097936077,0.9224308515494725,0.0681354708266708,0.7277793884277344,0.5797792300581932,0.9431286752223969,0.9807960987091064
OxfordIIITPet__RenderedSST2,OxfordIIITPet,RenderedSST2,0.09528528898954391,1.7475965023040771,0.1508517563343048,84.53225984404642,0.7112894882226306,0.9162327456024458,0.06271602868471503,0.9962966442108154,0.949929267168045,1.0160380005836487,1.0170652270317078
STL10__CIFAR100,STL10,CIFAR100,0.04340513050556183,3.7549707889556885,0.15486100316047668,87.51228765153932,0.2652034997493837,0.9118686475843754,0.09323731556815924,0.968093752861023,0.9543501436710358,0.9819720387458801,0.993267834186554
STL10__CIFAR10,STL10,CIFAR10,0.07535143941640854,3.1772162914276123,0.22713539004325867,85.6785845594324,0.31389785723056585,0.9352181250194334,0.13256496286617137,0.9943737089633942,0.9885670244693756,0.9887616634368896,0.9916837513446808
STL10__Food101,STL10,Food101,0.026829250156879425,4.202269077301025,0.10741004347801208,88.46261272343402,0.2363447367936279,0.904517318842546,0.08450080682084239,1.0079964399337769,1.0039162933826447,1.0103490352630615,1.0095664858818054
STL10__FashionMNIST,STL10,FashionMNIST,0.027834109961986542,3.6347217559814453,0.09552992880344391,88.40501697854256,0.27568807314652444,0.9321750200019693,0.0759128582365108,0.9564570784568787,0.9290817975997925,0.9805279076099396,0.9928715229034424
STL10__EMNIST,STL10,EMNIST,0.022014698013663292,2.452990770339966,0.048671163618564606,88.73854880949278,0.4279796168113263,0.9189929107450089,0.06740032490694299,0.9882104098796844,0.8883572518825531,0.9970239102840424,0.9978857040405273
STL10__KMNIST,STL10,KMNIST,0.02291463129222393,3.4944353103637695,0.075297512114048,88.68697341335249,0.287947114805071,0.9271141380633948,0.07009108519216754,0.7455174475908279,0.5943928584456444,0.9541767835617065,0.9943548142910004
STL10__RenderedSST2,STL10,RenderedSST2,0.02266792580485344,1.7619417905807495,0.03289589658379555,88.70111226923491,0.6520066346334707,0.9182374533617271,0.06312366659348866,1.0188758373260498,0.9817834496498108,1.025881052017212,1.0185957551002502
CIFAR100__CIFAR10,CIFAR100,CIFAR10,0.13611595332622528,4.475192546844482,1.5471163988113403,82.17684499528342,0.84487196596116,0.9230511852030484,0.11927102666418513,0.970611572265625,0.9559743106365204,0.9831933677196503,0.9917058944702148
CIFAR100__Food101,CIFAR100,Food101,0.06356345862150192,5.340586185455322,0.9595422744750977,86.35562520526666,0.8911825711839129,0.9390734535343243,0.09094497915708796,0.9640165269374847,0.9702176153659821,0.9725205600261688,0.9825009107589722
CIFAR100__FashionMNIST,CIFAR100,FashionMNIST,0.0760575532913208,4.897407054901123,0.984298586845398,85.6380107789856,0.9619694342324039,0.9146011168102048,0.08850463215472562,0.9167164266109467,0.904765248298645,0.9420148730278015,0.9681858122348785
CIFAR100__EMNIST,CIFAR100,EMNIST,0.05796124041080475,4.206696510314941,0.48318910598754883,86.67720328287851,0.619663856249252,0.8759413800149594,0.07610760193388419,0.9368417859077454,0.90525683760643,0.9569075107574463,0.9770728647708893
CIFAR100__KMNIST,CIFAR100,KMNIST,0.06361070275306702,4.829843997955322,0.788171648979187,86.35291282686423,0.9210146103700886,0.9057770225237001,0.07832174171816628,0.7136446833610535,0.594511479139328,0.901360958814621,0.9507932364940643
CIFAR100__RenderedSST2,CIFAR100,RenderedSST2,0.044817451387643814,3.901658058166504,0.24524328112602234,87.43128877648023,0.40674969496049584,0.89796152879607,0.06201903153702898,0.9707089066505432,0.9536198079586029,0.9928537309169769,1.0123165547847748
CIFAR10__Food101,CIFAR10,Food101,0.06247298792004585,4.995444297790527,0.7967802286148071,86.41822901008508,0.7529351709464738,0.9157638707250919,0.08433769980691518,0.99569371342659,0.994077205657959,0.9909965097904205,0.9896742701530457
CIFAR10__FashionMNIST,CIFAR10,FashionMNIST,0.08752832561731339,4.492128849029541,0.9570255875587463,84.97857067924791,0.8782731923653261,0.9378559915524609,0.0892092467197832,0.9509974122047424,0.9298577606678009,0.9753818213939667,0.99249467253685
CIFAR10__EMNIST,CIFAR10,EMNIST,0.06360890716314316,3.7310304641723633,0.4480096101760864,86.3530159153587,0.7334411380833282,0.9101216793060303,0.07475537047633583,0.9736594557762146,0.9286851286888123,0.9863744378089905,0.9950962364673615
CIFAR10__KMNIST,CIFAR10,KMNIST,0.07241588085889816,4.421319484710693,0.7580771446228027,85.84724069660612,0.9173274304754705,0.9303160894591853,0.07982157437868838,0.706253707408905,0.5996525883674622,0.9081634283065796,0.9852269887924194
CIFAR10__RenderedSST2,CIFAR10,RenderedSST2,0.048467058688402176,3.3740649223327637,0.2240719348192215,87.22195373603844,0.4814335323551199,0.9113181109698314,0.06144623688931735,1.00728240609169,0.9885676205158234,1.0076236128807068,1.0139534771442413
Food101__FashionMNIST,Food101,FashionMNIST,0.049797117710113525,5.29010534286499,0.7231382131576538,87.14565481492436,0.8572903937995676,0.9069747160065849,0.07610814877838457,0.9534493684768677,0.9479621946811676,0.9681041240692139,0.9817594885826111
Food101__EMNIST,Food101,EMNIST,0.03860727697610855,4.620504856109619,0.36114501953125,87.7874160877005,0.552233628681947,0.8622552718756333,0.06769230570995581,0.9900347888469696,0.9768370687961578,0.9924930036067963,0.9899734854698181
Food101__KMNIST,Food101,KMNIST,0.0474119707942009,5.20231819152832,0.6591897010803223,87.28247540758883,0.8207921685675652,0.8955337922528105,0.07015290653930521,0.7625735104084015,0.6754575073719025,0.9559969305992126,0.9885413646697998
Food101__RenderedSST2,Food101,RenderedSST2,0.04383563622832298,4.314248085021973,0.2691596448421478,87.48759799021647,0.3624882389831669,0.8864320865217244,0.0642693207230208,1.0192053318023682,1.0071754455566406,1.0296302437782288,1.0219980478286743
FashionMNIST__EMNIST,FashionMNIST,EMNIST,0.06463691592216492,4.079800128936768,0.5183477401733398,86.29399388268278,0.6441616897565026,0.9222543734424519,0.07859274567860479,0.9287501871585846,0.8665338158607483,0.9730280339717865,0.993589460849762
FashionMNIST__KMNIST,FashionMNIST,KMNIST,0.07472492754459381,4.70374870300293,0.8906686305999756,85.71458253659732,0.9574260653146481,0.9355310572768157,0.08313011937546277,0.6906647682189941,0.541730135679245,0.9167143404483795,0.9851589500904083
FashionMNIST__RenderedSST2,FashionMNIST,RenderedSST2,0.045189231634140015,3.772365093231201,0.23787356913089752,87.40996573359457,0.42283016537324664,0.9194144595344111,0.06219801956190254,0.9642995297908783,0.9273683130741119,0.9926584362983704,1.0135619044303894
EMNIST__KMNIST,EMNIST,KMNIST,0.09911131858825684,3.8907225131988525,0.7609729170799255,84.31200144105657,0.6728056746029841,0.9306009704211973,0.10146736620732077,0.7146829068660736,0.5128289759159088,0.9060114324092865,0.9801622331142426
EMNIST__RenderedSST2,EMNIST,RenderedSST2,0.03917275369167328,2.673461437225342,0.1328282356262207,87.75499212923626,0.656403775786603,0.9129964709281921,0.06048905160629522,1.0041148662567139,0.9047004878520966,1.0136627852916718,1.0083922743797302
KMNIST__RenderedSST2,KMNIST,RenderedSST2,0.05339837446808815,3.622755527496338,0.26911911368370056,86.93904267116862,0.4416321851800514,0.9112101354688968,0.06229246995359095,0.772342711687088,0.6078747436404228,0.9751780927181244,1.0110118687152863
